Id,PostId,Text,CreationDate,UserId
956,674,"Source: filmratings.com (pdf) On 11/1/68, the movie rating system (MPAA) was born. With assurances that the system was voluntary — and not regulated by the government — MPAA member company studios agreed to submit all theatrical product for rating. Members of NATO agree to enforce the system by asking for identification and refusing admission to R-rated movies by unaccompanied children or to NC-17 movies by children whether or not accompanied. Retailers and rental stores also enforce the ratings for movies released on video. Assume all the adults of the film served as pseudo-parents, to allow.",2012-07-02 04:48:05.867,491
957,1254,"My last comment consumed all my allowable characters. The last sentence (my opinion) should include the phrase ""to allow Edward to attend the viewing at the premier"". Thanks.",2013-01-08 00:39:31.220,1183
958,225,"A great deal of the questions here can be answered with a simple ""it's a plot device""",2012-01-24 22:51:02.500,220
961,193,"The info about Olivia Hussey.. interesting. So if it were just the child actor and his/her friends, in all probability, the theatres could deny permission. Is that what you are saying?",2012-01-14 12:14:44.113,11
963,428,Okay must have missed that detail. But couldn't he have still traced Quorra's signature since it would seem like she had visited many times apart from the rescue. Not sure that I buy the hidden entrance part and it doesn't seem so hidden since it directly looks into the city and therefore it would be an obvious light source coming from the mountains.,2012-04-17 09:00:27.937,1343
964,92,"@EknathIyer Yes, they could and probably would.  While they might be willing to look the other way for the kid who was actually *in* the movie, the friends still wouldn't have a parent or guardian present.",2011-12-11 21:16:30.057,1560
973,769,Ugh... can't remember enough of the details from this point of the movie.,2012-07-30 17:51:19.340,84
974,1604,Aha - I had missed that the drawing was of the tower *as seen through the glass ceiling*. I thought it was the tower as seen from the alley where the mortar thingy was. This makes much more sense now.,2013-04-17 20:55:06.843,273
982,312,The IMDB FAQ link was nice,2012-02-28 01:13:27.987,1297
983,19,Certainly an interesting question.,2011-12-01 11:59:06.717,1675
987,1604,"I have to think Jimmy just finally got tired of Henry and his drug dealing, which he was helping keep from Paulie. Henry started as an effective earner, but had outlived his usefulness. Jimmy couldn't have killed Karen earlier without jeopardizing the relationship with Henry. Even if he had contracted it out, someone might have said the wrong thing.",2013-04-17 15:55:06.843,206
988,918,"I wouldn't impute financial reasons to Lucas, but I doubt him to have planned these since the original movies. But well, I don't know.",2012-10-03 20:27:39.063,1536
989,802,"Strikes me that the '25 fps looks cheap' argument is rather subjective, a bit like the 'vinyl is *so* much better than CD'.",2012-08-15 08:38:29.593,1586
990,483,Is this question on-topic?  Discussion here: http://meta.movies.stackexchange.com/questions/198/is-the-question-on-projection-frame-rates-on-topic,2012-05-04 07:25:01.680,1058
991,391,This question is about the first Hellraiser movie.,2012-04-05 09:08:46.937,192
992,1751,"By mentioning Heath Ledger, are you implying that he might have contributed to the writing?",2013-05-26 21:08:59.390,1094
993,897,"Am not sure what you are implying, but I suppose a plot device should still make sense to the viewer.",2012-09-24 02:46:32.067,21
1000,467,"I think it is on-topic, but I wanted to ask as we'd previously closed DVD format questions.",2012-04-30 23:21:09.670,1485
1001,847,"Just out of curiosity, did you notice this, while watching the movie or did you read it in a website?",2012-08-31 01:10:04.437,271
1006,1075,"I thought it was herge while watching the movie, but confirmed it after I did a bit of google-ing. Peter Jackson and Spielberg are Tintin fanatics, so I dont think they would put some one who looks like Herge but is not herge.",2012-12-03 17:20:15.540,1144
1007,179,nice observation.,2012-01-11 05:43:58.113,716
1008,103,"nice answer, and one helluva episode",2011-12-15 17:47:53.367,266
1009,1057,"There was an answer to this question, does anyone know who it was by, or why it was removed?",2012-11-29 01:14:39.720,538
1016,882,"When you consider his previous roles, it is strange, mostly playing the pretty boy in his movies.  This was actually a reason why I initially had no hopes for this sequel as judging by that alone, I expected him to deface the character.  Imagine my surprise and excitement when the first promotional image of the Joker's face was released :)",2012-09-17 22:38:01.290,263
1017,52,nice answer! What kind of films do you make?,2011-12-06 02:27:18.577,385
1019,221,"Well, couldn't he just have gone to a car rental office and rent one? No need to show this to the audience. Or is there actually more to this question (you might give more details if I missed the point of the question, but at the moment I can't see none).",2012-01-24 15:05:32.360,228
1022,756,"What's funny is, if you have the DVD, pause the movie on one of the two occasions she is getting a ticket, and going frame by frame and stopping on the ticket, her name is there, plain as day on both tickets.",2012-07-25 04:34:30.243,1586
1023,410,FYI - based on the voting on that question it would appear that people consider this on-topic.,2012-04-12 21:34:38.170,814
1024,1449,"Probably deleted by the owner.  Perhaps they changed their mind about the answer - I've done that, found I was mistaken and deleted the answer.",2013-03-01 00:25:34.867,957
1025,1614,The Ocean Club is already on Paradise Island meaning that it would take him a 2 minute taxi ride from his current location to the Ocean Club. There are extra scenes I did not add that show Bond driving along the South of Nassau (off Paradise Island). Meaning that he would have had to pick his car up near Nassau Airport as most popular rental agencies are near there.,2013-04-21 20:02:14.030,1644
1026,310,Then the boat plane scene (above) wouldn't make sense seeing that he could have just taken a flight to Nassau Airport and taken the car from there. It could come down to inconsistency and not enough filming locations to ensure proper viewing of Nassau but I wanted to be sure,2012-02-27 11:21:29.047,290
1027,84,Used to be live-action shorts - but right now I am knee-deep in a stop-motion film. These comments will self-destruct in 5 votes ;),2011-12-10 14:46:33.963,1469
1029,565,The answer was correct.,2012-06-02 08:53:50.123,1673
1031,58,"I could've sworn, in that scope, when he was first talking to Logan in the first movie he mentioned the kids started calling them X-Men as well.  Obviously First-Class comes first chronologically, and is most likely a bit of a writing flub.  But curious nonetheless in the movie scope.",2011-12-06 15:15:02.627,1010
1032,1198,"iandotkelly, I concur.",2012-12-29 04:02:01.670,697
1033,1122,"interesting ... point noted, thank you",2012-12-15 23:37:06.717,847
1034,924,"I actually never have watched the movies, only exposed through the comics. I assumed with a theme so well established it would be forced to be consistent, since the audience would be vocal.",2012-10-05 00:32:38.877,1556
1036,1011,"Do you have a source for your information? The link you provided at the end is nice, but doesn't actually provide your quote from Nolan.",2012-11-09 15:30:18.583,1368
1038,566,"Thank you, that's the one! So it WAS Nolte after all :p",2012-06-02 12:15:03.100,495
1039,1604,"But he gets his *required* amount of nicotine from the patches. Why cigarette, then?",2013-04-17 06:55:06.843,1562
1041,1266,"@EknathIyer - but this reinforces the idea that it is not about relaxing him / keeping his nicotine levels up - but it is a diagnostic of his state of mind in general.  If he needs a cigarette despite nicotine patches, then he must be depressed (well according to Mycroft & Watson anyway).",2013-01-10 03:56:23.173,939
1043,643,"Did you ever see the TV series Connections? A LOT of things don't make much sense, until you learn they make a frightening amount of sense. You might like http://en.wikipedia.org/wiki/Frame_rate for hard FPS numbers. Recording speed (24 or 25) likely depends where the camera was manufactured; playback speed depends on where the projector was manufactured. Converting would only take adding or dropping 2-3 flickers per second, and extending 2 single frames by 1/48 of a second (or 3 by 1/72) you likely wouldn't notice. Speeding playback by 2 seconds per minute wouldn't be really extreme, either.",2012-06-24 06:41:57.317,1518
1047,1527,I had to re-watch the blogging scene - I have no idea why they put the text as if it was behind the Bull's head.,2013-03-22 16:35:53.607,1771
1048,1651,This is the link where I found those quotes. http://www.imdb.com/title/tt0468569/trivia,2013-05-02 04:12:21.683,653
1049,1562,"The answer seemed to make sense to me, was going to mark it as accepted if no one came up with some thing better, still need to re-watch the scene :)",2013-04-03 18:25:02.820,1570
1051,606,"not necessarily. In Terminator Salvation the Terminators kept throwing their enemies around instead of crushing their skulls. This is a plot device to show 'cool' wrestling scenes. But that doesn't stop people from speculating that the terminators had a beta firmware, and they lacked the capacity to insta kill =P",2012-06-14 11:45:27.260,753
1052,1100,"Or the Polar Bears in LOST. You know Carlton Cuse and Lindelof got high in a basement one night and Cuse is like ""hey Lindelof, you know what would be really cool? Bears"". Lindelof: ""totally man, and we'll just come up with some paper thin excuse about how they are for, like, experiments and stuff."".",2012-12-11 01:03:28.250,994
1053,979,"He takes sides with George W. Bush, so he is a democrat? Elizabeth declares that she wants to vote for Dukakis.",2012-10-27 21:16:25.927,1486
1054,914,"Hmm, probably I should watch it sometimes. The reviewers seem to like Sherlock.",2012-10-01 04:07:32.410,1445
1055,600,"Gorram idk what was wrong with me for some reason I thought he was obsessed with Dukakis, editing my answer to clarify that.",2012-06-11 06:19:05.497,111
1064,712,"@IgbyLargeman, edited it to reflect this fact.",2012-07-16 06:53:39.300,144
1068,368,"Heh, I was about to say something about your gravatar, but then I realized that I already did, once.",2012-03-25 10:12:16.450,669
1074,171,"Yeah, there. Well hey, Beta == not super active (usually).",2012-01-06 20:22:54.247,708
1076,1500,"Thank god they didnt name them C-men, beacause it was Charles xavier !",2013-03-16 23:37:05.513,437
1078,1298,Even the Comics Code guys couldn't _that_ stupid!,2013-01-18 16:00:07.467,175
1084,1327,The scenes are similar enough that it would be extremely remarkable if this were a coincidence. I bet Ritchie knew what he was doing.,2013-01-26 00:27:54.340,236
1088,237,You're not the only person to notice this:  http://james-camerons-avatar.wikia.com/wiki/Ninat,2012-01-29 05:57:39.927,418
1089,1434,"I did indeed wonder about this, but I'm not sure even Downey Jr has enough clout to push an expensive shot like this into the film. That said, I can imagine he and Ritchie discussing the idea together. Food for thought!",2013-02-24 23:14:14.313,289
1091,370,+1 Agree on all points you make. Excellent answer.,2012-03-26 04:40:09.920,436
1095,1736,+1 Nice observation.,2013-05-22 15:32:10.000,1059
1100,1648,"@ErnestFriedman-Hill: yes, you are right, what I meant was, they would created an animation for Herge though he was not available for the mocap. And when I meant _look like_ I was referring to his physical appearances. Should have framed that sentence a bit clearly, my bad.",2013-04-30 23:35:21.540,1181
1107,1310,Exactly what I was going for.,2013-01-21 23:52:43.737,371
1109,481,"Oh, gotcha.  I thought you were asking why he was referencing Spock.  Now that I think about it, if you were asking, it is pretty obvious.  Spock is original Star Trek, not TNG.  Good stuff.",2012-05-03 19:28:50.527,1635
1110,1529,There's also the famous pediatrician [Dr. Spock](http://en.wikipedia.org/wiki/Benjamin_Spock).,2013-03-23 13:42:45.193,1552
1111,916,"Oh, TNG is **not** original Star Trek? I was always told by my friends to watch it. Should do that sometime soon.",2012-10-01 19:55:26.337,616
1112,1235,"TNG is ""The Next Generation"".  You'll often hear about ""Kirk"" and ""Picard"", the captains in the original and TNG, respectively.",2013-01-03 19:15:46.207,8
1113,1238,"This should not be closed.  As of yet we still have one more Nolan Batman and the quote above I have seen before from Nolan, showing there is an answer and/or there could be a surprise in DKR that answers this question.",2013-01-05 04:19:49.197,1793
1114,1099,"I do agree, please show some references.  I don't doubt this and think I have seen it before.  But , this doesn't mean we can't have Nightwing ;)",2012-12-10 18:01:23.937,523
1116,858,"I felt there was an added element to it.  Phil started to help/think of other people before the loop ended (e.g. the old man he'd initially ignored, but then tried continually to save).  The crucial element was that he had to become such a good person that ***Rita could 'fall in love' with him in a single day***  I put 'fall in love' in inverted commas since she might just have been fond of him, but it seemed she was the crucial 'loop breaking' element.  +1 for the answer.",2012-09-05 14:21:22.863,112
1117,319,"@Flimzy - good point, but as a Brit I can assure you that very few people will have heard of the pediatrician.  Sherlock and Watson almost certainly will be sort of people who would know him (Watson is a doctor after all), but the script writers will be thinking Mr Spock.",2012-03-01 08:07:27.407,1165
1120,327,"I can understand that opinion, that it was necessary for the rest of the people to value Phil, rather than just his changing, that helped break the cycle. Sort of a 'Pay it Forward' view.",2012-03-06 20:59:17.407,1516
1121,634,@Andrew Rita falling in love with him itself is not the crucial element; it is evidence and metaphor of the crucial element: Phil becoming completely a 'good person'.,2012-06-21 17:08:25.707,1220
1123,19,"Probably a question only he can answer, unless he's been quoted about it.",2011-12-01 14:59:06.717,711
1124,1099,One peculiar item about this is the lost numbers did not include a 47.  I wonder if he'll explain it in about 2 years when he turns 47 :),2012-12-10 20:01:23.937,324
1125,1531,"As Bill the Lizard explains in his answer to the question you cite, 47 was an established Star Trek tradition, brought by a graduate of Ponoma College, where 47 was a local tradition. The [Wikipedia article for 47](http://en.wikipedia.org/wiki/47_%28number%29#As_an_in-joke) has the story as well.",2013-03-23 21:41:20.373,1220
1129,842,"Effects vary from person to person, but director's intentions remain their own.",2012-08-30 00:31:40.650,167
1134,312,"This looks very much like my answer, only using other words... and 4 minutes later. I find this very strange...",2012-02-28 05:13:27.987,987
1136,1412,"Coincidences happen.  Feel free to downvote, however.",2013-02-18 01:51:12.240,911
1138,136,"OOO, I need to find me one of these, that would be interesting, even if dissatisfying.",2011-12-27 07:28:52.407,519
1139,725,"@Dragos The reason for choosing this as the best answer is because it tend to be a bit more clearer. Nonetheless, I upvoted both of your answer. And I doubt Shads0 plagiarized your answer.",2012-07-20 08:04:22.347,1222
1143,475,"@Dragos I think it is really coincidence, as the answer is quite obvious and I myself would've written the same, hadn't there already been two such answers. I myself wouldn't cancel an answer I have half-way finished just because there appeared a similar one in the meantime. The web is still an asynchronous being and he didn't write this in just one second!",2012-01-09 05:10:53.090,324
1146,511,"No, I definitely got the twist.  So was it a different building then?  I guess that does make the most sense.",2012-05-13 08:38:10.650,519
1147,618,"Yes, you got that right. But in that case those people should've started beating themselves up not fighting each other. :)",2012-06-17 18:44:52.817,614
1149,1266,This might be better suited for http://scifi.stackexchange.com/ considering canonical answers are likely to come from other Star Wars works (not the movies themselves).,2013-01-10 06:56:23.173,572
1151,186,"Never let'em see you coming until it's too late. No one in the front ranks of government have true power. That is always shielded. Most recent examples: Dick Cheney, Karl Rove.",2012-01-12 13:05:00.533,1481
1152,1264,"I believe the official term you're looking for is ""British Stiff Upper Lip""",2013-01-10 03:01:25.660,1479
1158,780,In case you care the type of amnesia is [Anterograde amnesia](http://en.wikipedia.org/wiki/Anterograde_amnesia),2012-08-04 07:10:40.087,359
1159,935,That's what I would think.,2012-10-10 00:26:51.740,480
1162,296,@ConradFrix Thank you for the information. Really interesting.,2012-02-21 09:28:25.287,801
1163,601,"I'm probably going to mark this as correct, I'm just waiting to rewatch the movie at the weekend :)",2012-06-11 23:34:05.130,963
1167,1588,Time travel gives me a headache!,2013-04-12 06:24:06.267,933
1169,1004,"Either it was a very bizarre delusion, or Prot is real, and was inhabiting the body of Robert Porter. I think the idea is to wonder, not to conclude.",2012-11-08 16:18:09.163,484
1170,829,"The coincidence angle is a good one too. It could just pure irony that she's in insurance and ends up basically continuing that ""occupation"" in the future - trying ENsure that the virus doesn't get spread in the past.",2012-08-27 09:58:22.577,853
1171,952,"And while he did open the glass in the airport, he obviously needs to go to several countries for it to be completely effective. If he only hit the US, then other countries would still be around to combat the virus. If everybody is hit essentially at once... a lot less likely.",2012-10-16 15:50:50.400,609
1185,1441,"@IgbyLargeman Yes, this might have been the film-makers intention. Still, like many other movies, there might be some hidden clues that I missed. With or without them, a conclusion could be drawn. I hope someone saw something or has a good theory in mind(one that should explain everything).",2013-02-27 01:58:21.637,1117
1187,341,I remember a scene where Lionel's uncle says the only way to get rid of a zombie is total body dismemberment. This is the method mentioned on the tape found in the cabin in Evil Dead.,2012-03-12 16:46:36.500,786
1193,881,"I read somewhere that a large reason for the use of the non-linear structure was so that the drama would be in the beginning - if you think about it, the way the film works out is that the climax is in the middle instead of the end if you go linearly.",2012-09-17 12:05:31.943,1126
1194,1398,"I see.  I guess it was just an emotional thing, and not a Spartan ritual at all.  Makes sense.",2013-02-15 02:18:05.157,1217
1196,1322,@LaurentPireyn I didn't realized that!,2013-01-24 21:44:05.133,555
1197,554,"I understand what you mean. Are you really convinced he is an alien? Do all the facts make sense for you with this theory? If yes, please explain the spoilers in the question.",2012-05-29 02:17:36.077,1288
1199,1349,@BrianKelly He drops the glass in an AIRPORT. This means the virus is spread by people all over the world. The same happens in another popular movie that was launched in 2011. I won't say the name in order to not make spoilers(although it was kind of predictable).,2013-01-31 22:54:31.183,1334
1201,1588,"Well, I'm pretty sure the accused was really not guilty in *12 Angry Men*, if that's what you mean by ambiguity, but well he might be, never thought about that possibility.",2013-04-12 05:24:06.267,1330
1206,1666,"I think he's an alien, but that's just what I think. As for 12 Angry Men, we are simply presented with the evidence and the opinions of the men in the room, we're never told explicitly whether or not the kid is guilty.",2013-05-04 19:48:25.223,958
1212,438,What's wrong with ambiguity?,2012-04-18 22:41:48.380,1130
1213,1681,@matt_black - nothing at all - I just don't think there is any in this scene at all,2013-05-08 16:56:12.003,1560
1215,1096,Is a movie with Pierre Richard?,2012-12-10 11:54:20.927,648
1216,462,"The quote is ""self-improvement is like masturbation, but self-destruction..."" (smirky look)",2012-04-27 10:29:18.873,1267
1217,1363,"I understood it as ""insuring the timeline continuum..."" folded in.",2013-02-04 14:40:16.637,1008
1218,1611,"Also, the fact that the film climaxes in the airport is not only a reference but a direct adaption of La jetée.",2013-04-21 01:56:03.847,231
1219,166,Hm i thought people will recognize it easily...I will add more details.And no Pierre Richard isn't main character.,2012-01-04 08:37:04.190,1397
1220,655,"What makes you think it was Eastern European or French?  I'm thinking this is a guess and therefore the title should be edited as it may be misguiding someone.  If it was in a foreign language (and subtitled), then please comment and we can add 'non-english' to the description.",2012-06-28 18:44:49.063,600
1221,463,"Also, Jack is a nickname for John so it fits with his character's name too.",2012-04-27 12:08:20.840,1157
1222,466,"Yes, thanks for pointing that out.",2012-04-30 19:23:12.723,1090
1223,1128,"Wow, I am extremely grateful. Thank you very much!",2012-12-17 14:15:33.267,33
1224,752,"No problem, glad to help you out. It is a lovely movie, and even though it has some scary scenes, I believe it can be enjoyed by a wide age range.",2012-07-24 11:29:11.733,558
1226,616,@tcrosley Really? Jack means John? Now I didn't know that! And I thought Bill for William was already weird! Thanks for this information.,2012-06-16 17:22:04.703,1604
1227,1476,In the case of real life toll roads that parallel free but congested roads the answer is simple: *speed*.,2013-03-11 15:27:01.033,154
1230,404,"Yes, he is posting _on his wall_.(facebook reference) :))",2012-04-10 15:11:31.240,701
1235,1286,"if the movie below is correct, please don't forget to accept the answer by clicking on the check-mark/tick below the votes.  This gives the person who answered some more reputation, and gives you some too.",2013-01-17 03:09:01.730,1761
1239,1731,That's correct. The original wasn't scary at all. Wonder how the new one is,2013-05-22 00:34:56.123,940
1242,1491,The ultimate movie question!,2013-03-14 09:22:25.493,229
1247,725,"Thanks Igby + 1 for the link and the cigar.  Didn't get to watch it at weekend, but have the whole box-set on blue-ray now, just need to figure out what to do with the girlfriend for a few hours ;)",2012-07-20 07:04:22.347,357
1249,1207,"Also clears this question from the unanswered links, and raises your approval rate :]",2012-12-30 06:22:01.533,1154
1251,1562,@Lelouch Lamperouge it's ok,2013-04-03 17:25:02.820,1437
1253,417,"@LelouchLamperouge: yes; this is the film. Now that I've seen it once again, I know why I thought about the group of people: the party scene fixed in my mind 30 years ago, so I (erroneously) thought about a group of friends instead of just a couple. Thank you very much.",2012-04-15 00:37:51.103,799
1254,1028,The *time* part of it makes me accept your answer.,2012-11-18 22:43:36.840,201
1257,980,"Right, he needed her dead.  So why let her leave in the first place?  She was either scheduled for execution or an easy target alone in her cell.",2012-10-28 01:12:38.567,1621
1265,1434,Maybe the 'current' Neo sees the 'prior' Neos as he sees himself because he is told he is the seventh 'copy' and figures copies should look alike... or something like that...,2013-02-24 22:14:14.313,658
1267,1090,"Ah, the direct approach!",2012-12-07 01:54:07.400,575
1271,427,"I don't remember it very well, but can it just be the map or instructions to get there that Tuco has written down? Or maybe a map he used to find the graveyard he only had a name of?",2012-04-16 21:05:07.220,335
1275,602,I don't think he ever wrote down a map or instructions - remember he was trying to hide the secret from Blondie earlier.,2012-06-12 04:58:28.720,809
1277,571,I'm surprised Blondie didn't just take the map from him if it was so obvious!,2012-06-03 16:00:17.917,170
1278,39,@AndrewLatham Blondie most likely would not have been able to decipher it. It could have been coded in some way that only Tuco understands,2011-12-03 00:07:45.860,932
1280,30,I think they are reluctant to return to Earth just because they are smugglers involved in all kinds of illegal activities.,2011-12-01 19:02:37.213,370
1283,206,"I'm off-topic, but isn't this super cut of 'Hello' amazing?",2012-01-20 08:14:01.273,1164
1284,1119,"It could just have been a standard official map of the area, that Tuco needed since he only knew the name of the cemetery but not where it is. It wouldn't be of much use to Blondie without knowing the name to look for. But on the other hand I don't know how fast the cartographers were at that time, since the cemetery should be rather new, as there lie fallen soldiers from the civil war, which they were still in and which lasted only 5 years at a whole. But well, the cemetery could just have had the name of a nearby town.",2012-12-14 22:25:47.377,690
1287,338,+1 That's it! Beats both of the other answers in plausibility!,2012-03-12 19:03:23.503,435
1288,872,"I've seen this guy so many times in similar roles and he always looks the same! I just can't remember any movies I'm sure he's in. I've looked at alot of 70's era movies like the Dirty Harry's (even though that's San Francisco), Serpico, and some Roy Scheider and Gene Hackman detective movies like French Connection, the Seven-Ups, etc. I just don't see him, but i know he's there.",2012-09-12 01:46:20.587,1692
1289,19,"i don't remember him having an issue with touching living, non-reanimated people.",2011-12-01 07:59:06.717,57
1290,325,"One of the earliest episodes showed that he saved his mother's life this way, but saw a neighbor die as a consequence. This is how he learned this rule.",2012-03-03 22:54:18.060,1655
1291,722,"I found a page that expands on the rules:  http://pushing-daisies.wikia.com/wiki/Rules , which I had slightly wrong from memory.",2012-07-19 14:46:01.440,1127
1293,134,This one's driving me nuts too!,2011-12-25 23:06:25.577,1449
1294,840,Tip: [Subzin.com](http://www.subzin.com/) may help to confirm or rule out guesses.,2012-08-29 09:58:57.040,505
1295,1289,"The map is Brooklyn, if that level of extra detail helps. Might not, of course ;o)",2013-01-17 18:00:47.093,1324
1298,799,"p.s. If anyone's interested in the other sources in that Hello video, I'm compiling a list: http://s1mn.calepin.co/hello.html",2012-08-13 23:00:43.013,1613
1302,813,+1 That's a nice observation,2012-08-22 17:39:44.930,1067
1303,181,"Look who is asking questions about tv-series now, tee hee ^.^",2012-01-12 04:52:44.687,1416
1304,714,"I always stated I love television way more than movies, along with my arguments that the two should be kept separate. Plus these FNL questions have been BURNING IN MY BRAIN.",2012-07-17 13:18:05.927,40
1305,1479,"Even when not struggling emotionally, the character of Sherlock is very Spock-esque - logical and analytical, with an understanding of the things emotions make other people do while being exempt from them most of the time. I think Sherlock's professed desire to distance himself from the emotion he's feeling is what makes him sound like Spock.",2013-03-12 06:15:25.300,377
1306,654,"Have you solved it yourself and forgot about your question or do you have any unclarities about the existing answers? In the former case abandoning is of course inappropriate, and in the latter feel to post comments or update your question.",2012-06-28 07:41:01.783,959
1309,1469,"The technical improvements (like all differences, be they major or minor) are listed on the linked Wikipedia site, my answer was just a summary of the key differences.",2013-03-07 08:33:09.933,879
1313,618,Thanks for adding the details - I was just about to go in and elaborate on my answer.,2012-06-17 20:44:52.817,271
1314,497,Or [Arrested Development](http://en.wikipedia.org/wiki/Arrested_Development_%28TV_series%29),2012-05-10 07:16:27.407,1544
1319,1573,I hope the addition I made to the question is of help. You can also see the alternate (and much better IMHO) ending to I am Legend here:http://www.youtube.com/watch?v=MhY2-D3Lwto,2013-04-08 00:02:23.110,808
1321,763,Which is also why the movie was called **Serenity** and not **Firefly** because Universal could not get the whole rights to the series.  Still amazes me they got enough to make it and I'm glad for it regardless.,2012-07-27 02:30:23.193,1434
1322,64,Thank goodness this remake attempt failed.,2011-12-07 23:26:39.080,1492
1323,32,"I always thought it was him blaming himself for failing to train her better.  He figures that since he was responsible for preparing her for missions, the fact that she was captured meant he didn't properly prepare her for the field.",2011-12-02 05:15:31.367,467
1324,1706,"@puk The Stargate only works one way.  When a gate is opened, matter can only travel from the dialing gate to the receiving gate.",2013-05-18 04:27:32.580,273
1325,1556,+1 For The Mist :),2013-04-01 05:23:48.047,1642
1328,1018,"+1 for adding the diagram which shows the answer nicely, as well as a thoughtful comment thread. To paraphrase a line from Star Trek II, ""his question illustrates two dimensional thinking"" ;)",2012-11-13 01:11:42.300,1754
1336,1346,You have a much better handle on this than I do! +1.,2013-01-31 09:58:17.807,341
1338,797,"thanks, great answer! I remember this interview now, do you have a link?",2012-08-13 21:03:52.653,392
1339,670,[You can find it here](http://www.movingpictureshow.com/dialogues/mpsSpielbergCruise.html)  It is close to the bottom of the page.,2012-07-01 21:36:42.613,614
1347,515,"Ah! I forgot about his ""I need you..."" to Molly. Right. And, it did seem like he hit the dumpster on the way down. That's my new theory. To be confirmed in 2013 >_<",2012-05-14 08:33:26.050,108
1349,1066,Stackexchange typically frowns on answers being mostly a link.  Could you please provide a summary of what you found?,2012-12-01 07:27:14.860,1689
1352,430,Why exactly do you think those scenes should be impossible?,2012-04-17 02:27:48.960,651
1354,221,"How do they appear and disappear so quickly?  I know they're supposed to be fast, but in the house the angels aren't THAT speedy.  I mean one second the officer sees a bunch of cars, the next he's surrounded by angels.",2012-01-24 12:05:32.360,1543
1357,1002,"They can only move when no living thing can see them, though. How likely is it that no people or animals (squirrels, rats, birds, etc.) at all could see them crossing the street? Yes, they're fast, but Andrew's comment on the question is right: They don't move that quickly in the house.",2012-11-07 08:27:26.697,1771
1360,1307,"A person doesn't have any rights to the facts of their own life, or wikipedia would be in a deep hole right now (as would TMZ).  To be clear, though, there are times when you would get in trouble. Using a famous person to exploit their fame (like using a lookalike or soundalike, in radio, in an advertisement), or lying about a person (that's where you run into slander/libel issues).  Edit: Also, you can run into trouble for making public what was otherwise private (a tell all book about someone's sex life could do it, though it's typically enforced against exes who publish sexy photos).",2013-01-21 12:23:38.553,910
1361,476,"I recall reading an article in the 80's about the cost of buying every individual body part to make up a human and how the cost had been going down over the years.  I cannot find the article, but I wonder if there wasn't a similar article in the '70s which pegged the cost at around six million dollars or so...",2012-05-03 15:40:40.873,9
1363,1123,This is driving me nuts.. I'm convinced it's not from the '70s but more in the mid-80s.  I've been searching for hours over the past few days and haven't made any headway.,2012-12-15 21:47:33.140,1142
1378,219,"Thank you! Do you think it's a good idea to ask the following question on a separate post? ""_Is crying in a movie scene something that can be learned by practice?_"". Or do you think I should merge it with the current question?",2012-01-24 03:41:57.470,491
1380,343,You could merge it - but the answer is probably going to be links to method acting classes ;),2012-03-13 21:31:02.623,1567
1383,723,"Not an answer to OP's question, but I am quite appalled by this story about Rooney Mara. That's not professional at all; so she did not bother researching her character at all by simply ignoring the books and the original films. She is also trivialising the awful suffering of the women who have actually been raped. All this ""method"" acting may have its place, but for some perspective I'll quote Laurence Olivier (to Dustin Hoffman): ""Dear boy, it's called acting"".",2012-07-20 04:49:09.147,435
1385,438,"The answer is based on fact, Igby - but you're right, I did allow my indignation to color it.",2012-04-19 11:41:48.380,1126
1386,1379,+1 for the Marathon Man quote :),2013-02-08 16:38:26.567,1172
1392,805,"We expect questions here to be related to movies and television with definitive answers that do not incite discussion.  If you would like to dispute why this question was closed, please visit [Meta].",2012-08-17 01:55:49.957,1513
1396,1084,"Ok, it's all clear. Wildmore didn't know how to get back to the island because he just had no idea about the existence of this Lamp post. Back in the 1950s also Eloise was one of the ""others""; my doubt now is, how could Eloise get control of this church whe it's clear it was a **Dharma Initiative** building. The others put her in charge when there was no Dharma's employee left so they could have free access to everything?",2012-12-05 00:38:02.407,198
1400,1603,"Without going into too much detail, it might be best for you to re-watch most, if not all of season 5 as these questions are easily answered by someone who has seen them.  However, if you'd like to ask another question on the site, I'd be happy to answer there, rather than comments.",2013-04-16 18:14:21.123,384
1401,1038,Reopened following edit.,2012-11-21 23:27:08.027,1154
1406,140,"That's what I thought he said. But why is it a code for ""duck""?",2011-12-29 11:11:03.120,1248
1411,475,"Well, that's what I mean by ""it looks like"". There's no explication given in the episode. And it isn't a reference to a previous one. So there's no definitive answer for the use of ""Vatican cameos""",2012-01-09 09:10:53.090,331
1412,1576,"For what it's worth, I've asked the writers on Twitter. We'll see if they answer.",2013-04-09 23:17:03.483,1194
1413,468,"Great, thanks... That's the one.",2012-04-30 19:26:59.960,1036
1414,61,"Yeah, it aired on Discovery in Croatia. It's probably because in Europe Discovery doesn't air only its own documentaries but other as well.",2011-12-07 12:52:02.003,390
1415,618,I like that theory too!,2012-06-17 06:44:52.817,700
1419,971,"Since both eyes don't differ that much, I guess they just take one eye's version for the whole movie, but well, I don't know it.",2012-10-24 21:42:38.000,1640
1422,72,"I don't think it's obvious he's crazy - the flashbacks to what he did in the past could be interpreted as false memories (implanted by the suggestion of the doctors). I'm not saying that is what it was, but it's not 100% obvious that' it's not.",2011-12-08 13:07:35.607,329
